make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
nissan,armada,2017,regular_unleaded,390.0,8.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,18,13,2009
oldsmobile,ninety-eight,1994,regular_unleaded,225.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,24,15,26
toyota,tacoma,2017,regular_unleaded,278.0,6.0,automatic,four_wheel_drive,4.0,,compact,crew_cab_pickup,23,18,2031
nissan,armada,2017,regular_unleaded,390.0,8.0,automatic,rear_wheel_drive,4.0,,large,4dr_suv,19,14,2009
saab,9-3_griffin,2012,premium_unleaded_(recommended),220.0,4.0,automatic,all_wheel_drive,4.0,luxury,compact,wagon,29,18,376
subaru,outback,2017,regular_unleaded,175.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,32,25,640
fiat,500,2015,premium_unleaded_(recommended),101.0,4.0,manual,front_wheel_drive,2.0,,compact,convertible,34,28,819
scion,fr-s,2014,premium_unleaded_(required),200.0,4.0,automatic,rear_wheel_drive,2.0,performance,compact,coupe,34,25,105
toyota,camry_hybrid,2015,regular_unleaded,200.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,38,40,2031
kia,amanti,2007,regular_unleaded,264.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,24,17,1720
mazda,tribute_hybrid,2008,regular_unleaded,133.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,30,34,586
acura,rsx,2004,regular_unleaded,160.0,4.0,automatic,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,31,22,204
volkswagen,jetta_gli,2014,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,4.0,performance,midsize,sedan,33,23,873
volvo,960,1997,regular_unleaded,181.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,24,16,870
mercedes-benz,clk-class,2007,premium_unleaded_(required),268.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",compact,convertible,25,17,617
ford,escape,2017,regular_unleaded,,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,30,23,5657
chevrolet,spark,2017,regular_unleaded,98.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,38,30,1385
nissan,truck,1995,regular_unleaded,153.0,6.0,manual,four_wheel_drive,2.0,,compact,extended_cab_pickup,17,14,2009
bmw,5_series,2016,diesel,255.0,6.0,automatic,rear_wheel_drive,4.0,"diesel,luxury",large,sedan,38,26,3916
toyota,rav4,2016,regular_unleaded,176.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,29,22,2031
bugatti,veyron_16.4,2008,premium_unleaded_(required),1001.0,16.0,automated_manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,14,8,820
dodge,ram_pickup_1500,2010,flex-fuel_(unleaded/e85),310.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,18,13,1851
suzuki,xl-7,2005,regular_unleaded,185.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,15,481
chevrolet,camaro,2016,premium_unleaded_(recommended),275.0,4.0,manual,rear_wheel_drive,2.0,performance,midsize,coupe,30,21,1385
dodge,dakota,2010,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,compact,extended_cab_pickup,20,15,1851
hyundai,veloster,2015,regular_unleaded,138.0,4.0,manual,front_wheel_drive,3.0,hatchback,compact,2dr_hatchback,35,26,1439
maserati,ghibli,2016,premium_unleaded_(required),345.0,6.0,automatic,rear_wheel_drive,4.0,"exotic,luxury,high-performance",midsize,sedan,24,17,238
volkswagen,beetle_convertible,2014,regular_unleaded,170.0,5.0,automatic,front_wheel_drive,2.0,,compact,convertible,27,21,873
mazda,tribute_hybrid,2009,regular_unleaded,177.0,4.0,automatic,front_wheel_drive,4.0,"crossover,hybrid",compact,4dr_suv,31,34,586
chevrolet,impala_limited,2015,flex-fuel_(unleaded/e85),300.0,6.0,automatic,front_wheel_drive,4.0,"flex_fuel,performance",large,sedan,30,18,1385
dodge,ram_cargo,2002,regular_unleaded,175.0,6.0,automatic,rear_wheel_drive,3.0,,midsize,cargo_van,15,13,1851
volkswagen,passat,2015,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,36,24,873
kia,sorento,2017,regular_unleaded,185.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,25,21,1720
hyundai,elantra_touring,2010,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,31,23,1439
nissan,370z,2015,premium_unleaded_(required),332.0,6.0,automatic,rear_wheel_drive,2.0,high-performance,compact,coupe,26,19,2009
honda,pilot,2016,regular_unleaded,280.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,26,19,2202
gmc,s-15_jimmy,1991,regular_unleaded,150.0,6.0,manual,four_wheel_drive,4.0,,midsize,4dr_suv,18,14,549
gmc,s-15_jimmy,1991,regular_unleaded,150.0,6.0,manual,four_wheel_drive,4.0,,midsize,4dr_suv,18,14,549
toyota,tundra,2017,regular_unleaded,381.0,8.0,automatic,rear_wheel_drive,4.0,,large,crew_cab_pickup,18,13,2031
cadillac,cts_wagon,2013,regular_unleaded,318.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,wagon,26,18,1624
infiniti,g_coupe,2012,premium_unleaded_(recommended),330.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,25,18,190
mazda,mx-5_miata,2014,premium_unleaded_(recommended),158.0,4.0,automatic,rear_wheel_drive,2.0,performance,compact,convertible,28,21,586
suzuki,aerio,2005,regular_unleaded,155.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,28,22,481
ford,ranger,2009,regular_unleaded,207.0,6.0,manual,four_wheel_drive,4.0,,compact,extended_cab_pickup,19,15,5657
chevrolet,monte_carlo,2007,regular_unleaded,303.0,8.0,automatic,front_wheel_drive,2.0,performance,midsize,coupe,24,16,1385
bentley,continental,2001,premium_unleaded_(required),420.0,8.0,automatic,rear_wheel_drive,2.0,"exotic,factory_tuner,luxury,performance",large,coupe,15,10,520
hyundai,santa_fe_sport,2015,regular_unleaded,264.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,18,1439
nissan,sentra,2017,premium_unleaded_(recommended),188.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,32,26,2009
kia,forte,2015,regular_unleaded,145.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,37,25,1720
kia,sorento,2016,regular_unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,26,18,1720
ford,escape,2016,premium_unleaded_(recommended),178.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,29,22,5657
hyundai,equus,2015,premium_unleaded_(recommended),429.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,23,15,1439
dodge,grand_caravan,2015,flex-fuel_(unleaded/e85),283.0,6.0,automatic,front_wheel_drive,4.0,flex_fuel,midsize,passenger_minivan,25,17,1851
infiniti,j30,1997,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,22,16,190
nissan,stanza,1990,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,26,19,2009
cadillac,ats_coupe,2015,flex-fuel_(unleaded/e85),321.0,6.0,automatic,all_wheel_drive,2.0,"flex_fuel,luxury,high-performance",compact,coupe,26,18,1624
toyota,camry_solara,2006,regular_unleaded,157.0,4.0,manual,front_wheel_drive,2.0,,midsize,coupe,30,21,2031
volkswagen,jetta,2017,regular_unleaded,150.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,28,873
ford,f-150,2015,flex-fuel_(unleaded/e85),385.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,21,15,5657
cadillac,cts_coupe,2014,regular_unleaded,318.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,18,1624
chevrolet,c/k_1500_series,1998,regular_unleaded,200.0,6.0,manual,four_wheel_drive,2.0,,large,regular_cab_pickup,19,14,1385
nissan,sentra,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,40,30,2009
dodge,challenger,2015,regular_unleaded,375.0,8.0,manual,rear_wheel_drive,2.0,performance,large,coupe,23,15,1851
mercedes-benz,sls_amg_gt,2014,premium_unleaded_(required),583.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,factory_tuner,luxury,high-performance",compact,convertible,19,13,617
dodge,charger,2015,regular_unleaded,370.0,8.0,automatic,rear_wheel_drive,4.0,high-performance,large,sedan,25,16,1851
chevrolet,s-10_blazer,1994,regular_unleaded,165.0,6.0,manual,rear_wheel_drive,4.0,,midsize,4dr_suv,20,15,1385
ford,ranger,2010,regular_unleaded,207.0,6.0,manual,rear_wheel_drive,4.0,,compact,extended_cab_pickup,21,15,5657
porsche,968,1993,regular_unleaded,236.0,4.0,manual,rear_wheel_drive,2.0,"luxury,performance",compact,coupe,24,15,1715
gmc,sonoma,2002,flex-fuel_(unleaded/e85),120.0,4.0,manual,rear_wheel_drive,2.0,flex_fuel,compact,regular_cab_pickup,25,19,549
saab,9000,1996,regular_unleaded,200.0,4.0,manual,front_wheel_drive,4.0,"hatchback,luxury",midsize,4dr_hatchback,25,18,376
acura,ilx,2016,premium_unleaded_(recommended),201.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,compact,sedan,36,25,204
hyundai,xg300,2001,regular_unleaded,192.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,25,17,1439
pontiac,grand_prix,2006,regular_unleaded,303.0,8.0,automatic,front_wheel_drive,4.0,"factory_tuner,high-performance",midsize,sedan,25,16,210
mitsubishi,lancer_evolution,2015,premium_unleaded_(required),291.0,4.0,manual,all_wheel_drive,4.0,"factory_tuner,performance",compact,sedan,23,17,436
chevrolet,sportvan,1994,regular_unleaded,200.0,8.0,automatic,rear_wheel_drive,3.0,,midsize,passenger_van,16,11,1385
audi,a6,2016,premium_unleaded_(recommended),252.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,midsize,sedan,35,24,3105
nissan,altima,2015,regular_unleaded,270.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,32,22,2009
audi,r8,2015,premium_unleaded_(required),550.0,10.0,automated_manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,22,13,3105
honda,passport,2002,regular_unleaded,205.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,20,15,2202
toyota,prius,2015,regular_unleaded,134.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,hybrid",compact,4dr_hatchback,48,51,2031
acura,rsx,2004,regular_unleaded,160.0,4.0,manual,front_wheel_drive,2.0,"hatchback,luxury,performance",compact,2dr_hatchback,30,24,204
ford,fusion_hybrid,2017,regular_unleaded,188.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,41,43,5657
infiniti,ex35,2009,premium_unleaded_(recommended),297.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,23,16,190
lamborghini,gallardo,2012,premium_unleaded_(required),570.0,10.0,manual,all_wheel_drive,2.0,"exotic,factory_tuner,high-performance",compact,coupe,20,12,1158
volkswagen,touareg,2017,premium_unleaded_(recommended),280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,performance",midsize,4dr_suv,23,17,873
audi,a4_allroad,2017,premium_unleaded_(recommended),252.0,4.0,automated_manual,all_wheel_drive,4.0,luxury,midsize,wagon,28,23,3105
cadillac,escalade_ext,2012,flex-fuel_(premium_unleaded_recommended/e85),403.0,8.0,automatic,all_wheel_drive,4.0,"crossover,flex_fuel,luxury,performance",large,crew_cab_pickup,18,13,1624
volkswagen,passat,2016,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,38,25,873
mitsubishi,montero_sport,2003,regular_unleaded,197.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,20,15,436
acura,ilx,2017,premium_unleaded_(recommended),201.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,compact,sedan,35,25,204
mazda,2,2014,regular_unleaded,100.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,35,29,586
buick,envision,2016,premium_unleaded_(recommended),252.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,26,20,155
suzuki,xl-7,2004,regular_unleaded,185.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,21,16,481
toyota,camry_hybrid,2016,regular_unleaded,200.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,38,40,2031
volkswagen,golf_sportwagen,2015,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,35,25,873
ford,f-150_heritage,2004,regular_unleaded,202.0,6.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,19,15,5657
oldsmobile,toronado,1991,regular_unleaded,170.0,6.0,automatic,front_wheel_drive,2.0,,large,coupe,24,16,26
nissan,murano,2015,regular_unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,28,21,2009
ford,expedition,2017,regular_unleaded,365.0,6.0,automatic,rear_wheel_drive,4.0,,large,4dr_suv,21,15,5657
volkswagen,golf_gti,2016,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,34,25,873
gmc,s-15,1990,regular_unleaded,105.0,4.0,manual,rear_wheel_drive,2.0,,compact,regular_cab_pickup,25,21,549
chevrolet,silverado_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,22,16,1385
cadillac,escalade_hybrid,2012,regular_unleaded,332.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,hybrid",large,4dr_suv,23,20,1624
chevrolet,malibu_hybrid,2008,regular_unleaded,164.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,32,24,1385
mazda,mx-5_miata,2014,premium_unleaded_(recommended),167.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,convertible,28,21,586
volkswagen,vanagon,1990,regular_unleaded,90.0,4.0,manual,rear_wheel_drive,3.0,,large,passenger_minivan,18,16,873
dodge,viper,2016,premium_unleaded_(required),645.0,10.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,21,12,1851
kia,sorento,2016,regular_unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,26,18,1720
cadillac,escalade,2017,premium_unleaded_(recommended),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,performance",large,4dr_suv,22,15,1624
infiniti,ex35,2010,premium_unleaded_(recommended),297.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,24,17,190
suzuki,aerio,2005,regular_unleaded,155.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,28,22,481
nissan,juke,2017,premium_unleaded_(required),211.0,4.0,automatic,all_wheel_drive,4.0,"crossover,hatchback,factory_tuner,performance",compact,4dr_hatchback,29,25,2009
chevrolet,camaro,2017,premium_unleaded_(recommended),275.0,4.0,manual,rear_wheel_drive,2.0,performance,midsize,convertible,30,20,1385
buick,lacrosse,2017,regular_unleaded,310.0,6.0,automatic,front_wheel_drive,4.0,performance,large,sedan,31,21,155
volkswagen,routan,2012,flex-fuel_(unleaded/e85),283.0,6.0,automatic,front_wheel_drive,4.0,flex_fuel,midsize,passenger_minivan,25,17,873
land_rover,range_rover,2015,flex-fuel_(premium_unleaded_required/e85),510.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury,high-performance",large,4dr_suv,19,13,258
porsche,911,2015,premium_unleaded_(required),560.0,6.0,automated_manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,24,17,1715
ferrari,456m,2003,premium_unleaded_(required),442.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,14,9,2774
chrysler,pacifica,2017,regular_unleaded,287.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,28,18,1013
mercedes-benz,420-class,1991,regular_unleaded,201.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,17,14,617
cadillac,ats_coupe,2015,flex-fuel_(unleaded/e85),321.0,6.0,automatic,all_wheel_drive,2.0,"flex_fuel,luxury,high-performance",compact,coupe,26,18,1624
lamborghini,huracan,2016,premium_unleaded_(required),610.0,10.0,automated_manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,21,14,1158
acura,ilx,2015,premium_unleaded_(recommended),150.0,4.0,automatic,front_wheel_drive,4.0,luxury,compact,sedan,35,24,204
ford,focus,2016,electric,,0.0,direct_drive,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,99,110,5657
honda,cr-z,2016,regular_unleaded,130.0,4.0,manual,front_wheel_drive,2.0,"hatchback,hybrid",compact,2dr_hatchback,38,31,2202
honda,cr-z,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,2.0,"hatchback,hybrid",compact,2dr_hatchback,39,36,2202
toyota,sequoia,2016,flex-fuel_(unleaded/e85),381.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,4dr_suv,17,13,2031
ford,windstar,2003,regular_unleaded,200.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,22,16,5657
mercedes-benz,clk-class,2009,premium_unleaded_(required),268.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,convertible,25,17,617
honda,civic,2017,regular_unleaded,158.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,40,31,2202
toyota,echo,2004,regular_unleaded,108.0,4.0,automatic,front_wheel_drive,2.0,,compact,coupe,36,28,2031
volkswagen,gti,2013,premium_unleaded_(recommended),200.0,4.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,31,21,873
land_rover,discovery_series_ii,2002,premium_unleaded_(required),188.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,16,12,258
mazda,cx-9,2016,regular_unleaded,227.0,4.0,automatic,front_wheel_drive,4.0,crossover,large,4dr_suv,28,22,586
lexus,hs_250h,2012,regular_unleaded,187.0,4.0,automatic,front_wheel_drive,4.0,"luxury,hybrid",midsize,sedan,34,35,454
gmc,envoy,2007,regular_unleaded,302.0,8.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,19,13,549
cadillac,dts,2009,regular_unleaded,275.0,8.0,automatic,front_wheel_drive,4.0,luxury,large,sedan,23,15,1624
oldsmobile,eighty-eight,1998,regular_unleaded,205.0,6.0,automatic,front_wheel_drive,4.0,,large,sedan,27,17,26
lamborghini,aventador,2014,premium_unleaded_(required),720.0,12.0,automated_manual,all_wheel_drive,2.0,"exotic,high-performance",midsize,convertible,16,10,1158
gmc,acadia,2016,regular_unleaded,281.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,22,15,549
audi,a4_allroad,2017,premium_unleaded_(recommended),252.0,4.0,automated_manual,all_wheel_drive,4.0,luxury,midsize,wagon,28,23,3105
volkswagen,jetta_sportwagen,2014,diesel,140.0,4.0,manual,front_wheel_drive,4.0,diesel,compact,wagon,42,30,873
suzuki,xl-7,2005,regular_unleaded,185.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,21,16,481
pontiac,g6,2009,regular_unleaded,164.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,30,22,210
buick,lacrosse,2017,regular_unleaded,310.0,6.0,automatic,front_wheel_drive,4.0,performance,large,sedan,31,21,155
cadillac,brougham,1990,regular_unleaded,140.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,22,15,1624
chevrolet,corvette,2015,premium_unleaded_(recommended),455.0,8.0,manual,rear_wheel_drive,2.0,high-performance,compact,coupe,29,17,1385
kia,k900,2016,regular_unleaded,311.0,6.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,26,17,1720
ford,expedition,2016,regular_unleaded,365.0,6.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,20,15,5657
chevrolet,camaro,2017,premium_unleaded_(recommended),275.0,4.0,manual,rear_wheel_drive,2.0,performance,midsize,coupe,30,20,1385
infiniti,q40,2015,premium_unleaded_(required),328.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,27,19,190
ford,focus,2016,flex-fuel_(unleaded/e85),160.0,4.0,manual,front_wheel_drive,4.0,flex_fuel,compact,sedan,36,26,5657
lotus,evora_400,2017,premium_unleaded_(required),400.0,6.0,manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,39,21,613
gmc,acadia,2017,regular_unleaded,194.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,26,21,549
dodge,durango,2016,regular_unleaded,293.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,performance",large,4dr_suv,27,19,1851
chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,19,14,1385
chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,8.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,19,14,1385
suzuki,swift,1999,regular_unleaded,79.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,39,33,481
infiniti,qx70,2015,premium_unleaded_(required),325.0,6.0,automatic,rear_wheel_drive,4.0,"crossover,luxury,performance",midsize,4dr_suv,24,17,190
acura,legend,1995,regular_unleaded,230.0,6.0,manual,front_wheel_drive,2.0,"luxury,performance",midsize,coupe,24,16,204
nissan,rogue,2017,regular_unleaded,170.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,33,26,2009
mitsubishi,lancer_evolution,2014,premium_unleaded_(required),291.0,4.0,manual,all_wheel_drive,4.0,"factory_tuner,performance",compact,sedan,23,17,436
chevrolet,sonic,2016,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,34,27,1385
toyota,camry_solara,2006,regular_unleaded,225.0,6.0,automatic,front_wheel_drive,2.0,,midsize,coupe,27,18,2031
ford,f-250,1997,regular_unleaded,220.0,8.0,manual,four_wheel_drive,2.0,,large,regular_cab_pickup,17,12,5657
acura,zdx,2012,premium_unleaded_(required),300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,hatchback,luxury",midsize,4dr_hatchback,23,16,204
volkswagen,touareg,2016,premium_unleaded_(recommended),280.0,6.0,automatic,all_wheel_drive,4.0,"crossover,performance",midsize,4dr_suv,23,17,873
audi,100,1992,regular_unleaded,172.0,6.0,automatic,all_wheel_drive,4.0,luxury,midsize,wagon,20,16,3105
bmw,x3,2017,premium_unleaded_(required),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,28,21,3916
ford,explorer_sport,2002,regular_unleaded,203.0,6.0,automatic,rear_wheel_drive,2.0,,midsize,2dr_suv,20,15,5657
toyota,prius,2015,regular_unleaded,134.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,hybrid",compact,4dr_hatchback,48,51,2031
subaru,baja,2004,regular_unleaded,165.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,crew_cab_pickup,25,19,640
chevrolet,camaro,2016,premium_unleaded_(recommended),455.0,8.0,manual,rear_wheel_drive,2.0,high-performance,midsize,convertible,25,16,1385
mitsubishi,outlander_sport,2015,regular_unleaded,148.0,4.0,manual,front_wheel_drive,4.0,crossover,compact,4dr_suv,30,24,436
bmw,m4,2015,premium_unleaded_(required),425.0,6.0,manual,rear_wheel_drive,2.0,"factory_tuner,luxury,high-performance",midsize,coupe,26,17,3916
chrysler,300,2015,regular_unleaded,292.0,6.0,automatic,all_wheel_drive,4.0,,large,sedan,27,18,1013
volkswagen,cc,2015,premium_unleaded_(recommended),280.0,6.0,automated_manual,all_wheel_drive,4.0,performance,midsize,sedan,25,17,873
nissan,xterra,2013,regular_unleaded,261.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,15,2009
mitsubishi,lancer_evolution,2015,premium_unleaded_(required),303.0,4.0,manual,all_wheel_drive,4.0,"factory_tuner,high-performance",compact,sedan,23,17,436
acura,tsx,2012,premium_unleaded_(recommended),201.0,4.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,31,22,204
chrysler,300,2016,regular_unleaded,292.0,6.0,automatic,rear_wheel_drive,4.0,performance,large,sedan,31,19,1013
volvo,v90,1998,regular_unleaded,181.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,wagon,23,16,870
volvo,850,1995,regular_unleaded,168.0,5.0,manual,front_wheel_drive,4.0,luxury,midsize,wagon,26,18,870
toyota,mr2_spyder,2005,regular_unleaded,138.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,convertible,29,23,2031
ford,taurus,2016,flex-fuel_(unleaded/e85),288.0,6.0,automatic,front_wheel_drive,4.0,flex_fuel,large,sedan,27,18,5657
infiniti,g_sedan,2011,premium_unleaded_(recommended),328.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,27,19,190
kia,amanti,2008,regular_unleaded,264.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,24,17,1720
gmc,acadia,2017,regular_unleaded,310.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,25,18,549
ford,explorer_sport,2003,regular_unleaded,203.0,6.0,automatic,rear_wheel_drive,2.0,,midsize,2dr_suv,19,14,5657
mazda,929,1994,regular_unleaded,193.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,sedan,22,17,586
nissan,armada,2015,regular_unleaded,317.0,8.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,18,12,2009
pontiac,le_mans,1993,regular_unleaded,74.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,37,26,210
cadillac,escalade,2015,flex-fuel_(unleaded/e85),420.0,8.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury",large,4dr_suv,21,14,1624
volkswagen,jetta,2017,premium_unleaded_(recommended),170.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,35,25,873
land_rover,discovery_sport,2015,premium_unleaded_(recommended),240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,20,258
toyota,tundra,2016,flex-fuel_(unleaded/e85),381.0,8.0,automatic,four_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,17,13,2031
mitsubishi,expo,1994,regular_unleaded,136.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,25,19,436
porsche,911,2017,premium_unleaded_(required),420.0,6.0,manual,all_wheel_drive,2.0,"luxury,high-performance",compact,coupe,28,20,1715
suzuki,aerio,2007,regular_unleaded,155.0,4.0,automatic,all_wheel_drive,4.0,,compact,sedan,26,21,481
mercedes-benz,e-class,2016,premium_unleaded_(required),329.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,29,20,617
nissan,240sx,1997,regular_unleaded,155.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,26,19,2009
buick,regal,2016,premium_unleaded_(recommended),259.0,4.0,automatic,all_wheel_drive,4.0,performance,midsize,sedan,27,19,155
